"GEO_ID","NAME","B27001I_001E","B27001I_001EA","B27001I_001M","B27001I_001MA","B27001I_002E","B27001I_002M","B27001I_002MA","B27001I_002EA","B27001I_003E","B27001I_003EA","B27001I_003M","B27001I_003MA","B27001I_004E","B27001I_004EA","B27001I_004M","B27001I_004MA","B27001I_005E","B27001I_005EA","B27001I_005M","B27001I_005MA","B27001I_006E","B27001I_006EA","B27001I_006M","B27001I_006MA","B27001I_007E","B27001I_007EA","B27001I_007M","B27001I_007MA","B27001I_008E","B27001I_008EA","B27001I_008M","B27001I_008MA","B27001I_009E","B27001I_009EA","B27001I_009M","B27001I_009MA","B27001I_010E","B27001I_010EA","B27001I_010M","B27001I_010MA","B27001I_011E","B27001I_011EA","B27001I_011M","B27001I_011MA","B27001I_012E","B27001I_012EA","B27001I_012M","B27001I_012MA","B27001I_013E","B27001I_013M","B27001I_013MA","B27001I_013EA","B27001I_014E","B27001I_014EA","B27001I_014M","B27001I_014MA","B27001I_015E","B27001I_015EA","B27001I_015M","B27001I_015MA","B27001I_016E","B27001I_016EA","B27001I_016M","B27001I_016MA","B27001I_017E","B27001I_017EA","B27001I_017M","B27001I_017MA","B27001I_018E","B27001I_018EA","B27001I_018M","B27001I_018MA","B27001I_019E","B27001I_019EA","B27001I_019M","B27001I_019MA","B27001I_020E","B27001I_020EA","B27001I_020M","B27001I_020MA","B27001I_021E","B27001I_021EA","B27001I_021M","B27001I_021MA","B27001I_022E","B27001I_022EA","B27001I_022M","B27001I_022MA","B27001I_023E","B27001I_023EA","B27001I_023M","B27001I_023MA","B27001I_024E","B27001I_024M","B27001I_024MA","B27001I_024EA","B27001I_025E","B27001I_025EA","B27001I_025M","B27001I_025MA","B27001I_026E","B27001I_026EA","B27001I_026M","B27001I_026MA","B27001I_027E","B27001I_027EA","B27001I_027M","B27001I_027MA","B27001I_028E","B27001I_028EA","B27001I_028M","B27001I_028MA",
"0500000US13247","Rockdale County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13255","Spalding County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13285","Troup County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13295","Walker County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13297","Walton County, Georgia","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US13313","Whitfield County, Georgia","37946","null","101","null","5718","1085","null","null","5718","null","1085","null","0","null","234","null","8864","null","1273","null","7649","null","1544","null","1215","null","962","null","5041","null","945","null","2652","null","606","null","2389","null","866","null","3962","null","1310","null","2892","null","989","null","1070","1170","null","null","6952","null","1053","null","5336","null","1472","null","1616","null","1074","null","3531","null","915","null","2505","null","965","null","1026","null","693","null","2219","null","519","null","1658","null","708","null","561","null","346","null","899","null","456","null","899","456","null","null","0","null","234","null","760","null","667","null","760","null","667","null","0","null","234","null",
"0500000US15001","Hawaii County, Hawaii","25782","null","197","null","3426","395","null","null","3426","null","395","null","0","null","195","null","7255","null","468","null","7165","null","483","null","90","null","90","null","2769","null","441","null","2329","null","577","null","440","null","528","null","2096","null","833","null","1711","null","620","null","385","487","null","null","3533","null","950","null","3143","null","857","null","390","null","433","null","2730","null","869","null","2705","null","874","null","25","null","44","null","2088","null","4","null","1848","null","244","null","240","null","244","null","1206","null","414","null","1206","414","null","null","0","null","195","null","679","null","414","null","679","null","414","null","0","null","195","null",
"0500000US15003","Honolulu County, Hawaii","87031","null","1537","null","13224","833","null","null","13142","null","847","null","82","null","105","null","23301","null","996","null","22458","null","1222","null","843","null","886","null","8822","null","1254","null","8412","null","1314","null","410","null","284","null","12318","null","1150","null","11641","null","1104","null","677","611","null","null","11815","null","457","null","11392","null","631","null","423","null","440","null","7460","null","246","null","7091","null","328","null","369","null","259","null","5844","null","5","null","5844","null","5","null","0","null","195","null","2793","null","256","null","2793","256","null","null","0","null","195","null","1454","null","3","null","1454","null","3","null","0","null","195","null",
"0500000US15007","Kauai County, Hawaii","8073","null","188","null","1320","487","null","null","1282","null","510","null","38","null","71","null","1918","null","517","null","1755","null","576","null","163","null","277","null","596","null","403","null","442","null","354","null","154","null","245","null","1242","null","394","null","1051","null","396","null","191","207","null","null","686","null","272","null","686","null","272","null","0","null","195","null","932","null","484","null","932","null","484","null","0","null","195","null","629","null","288","null","537","null","310","null","92","null","157","null","355","null","229","null","355","229","null","null","0","null","195","null","395","null","248","null","395","null","248","null","0","null","195","null",
"0500000US15009","Maui County, Hawaii","19087","null","363","null","2513","457","null","null","2420","null","482","null","93","null","170","null","4559","null","491","null","4361","null","519","null","198","null","237","null","1406","null","423","null","974","null","490","null","432","null","294","null","2219","null","877","null","2137","null","864","null","82","139","null","null","3193","null","993","null","2946","null","951","null","247","null","263","null","2203","null","658","null","1825","null","771","null","378","null","397","null","872","null","703","null","760","null","630","null","112","null","170","null","1387","null","671","null","1387","671","null","null","0","null","195","null","735","null","241","null","735","null","241","null","0","null","195","null",
"0500000US16001","Ada County, Idaho","39427","null","417","null","4102","638","null","null","3455","null","354","null","647","null","689","null","9786","null","930","null","8269","null","1677","null","1517","null","951","null","5884","null","949","null","4687","null","1353","null","1197","null","785","null","5203","null","591","null","3323","null","914","null","1880","903","null","null","6201","null","574","null","4127","null","1501","null","2074","null","1800","null","3697","null","554","null","2635","null","618","null","1062","null","574","null","2888","null","394","null","2205","null","471","null","683","null","550","null","883","null","344","null","883","344","null","null","0","null","204","null","783","null","403","null","615","null","389","null","168","null","211","null",
"0500000US16005","Bannock County, Idaho","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US16019","Bonneville County, Idaho","15867","null","112","null","1182","951","null","null","990","null","901","null","192","null","300","null","5451","null","1033","null","4901","null","1209","null","550","null","471","null","1665","null","719","null","1357","null","755","null","308","null","278","null","2698","null","875","null","1955","null","880","null","743","604","null","null","1542","null","667","null","1054","null","597","null","488","null","382","null","1766","null","593","null","1550","null","599","null","216","null","266","null","1445","null","137","null","1407","null","155","null","38","null","68","null","64","null","101","null","64","101","null","null","0","null","204","null","54","null","96","null","54","null","96","null","0","null","204","null",
"0500000US16027","Canyon County, Idaho","58653","null","296","null","7452","886","null","null","7055","null","815","null","397","null","547","null","15272","null","1057","null","14212","null","1468","null","1060","null","733","null","7532","null","598","null","5611","null","1032","null","1921","null","841","null","8489","null","530","null","6246","null","965","null","2243","871","null","null","7456","null","50","null","4961","null","1092","null","2495","null","1094","null","5899","null","4","null","4187","null","859","null","1712","null","859","null","3679","null","4","null","2912","null","575","null","767","null","576","null","2334","null","347","null","2236","424","null","null","98","null","129","null","540","null","347","null","540","null","347","null","0","null","204","null",
"0500000US16055","Kootenai County, Idaho","8132","null","94","null","551","278","null","null","507","null","253","null","44","null","77","null","2559","null","389","null","2131","null","373","null","428","null","302","null","941","null","278","null","750","null","278","null","191","null","169","null","811","null","452","null","582","null","339","null","229","253","null","null","1351","null","586","null","425","null","393","null","926","null","638","null","678","null","554","null","678","null","554","null","0","null","204","null","358","null","321","null","197","null","203","null","161","null","206","null","131","null","178","null","79","138","null","null","52","null","105","null","752","null","424","null","752","null","424","null","0","null","204","null",
"0500000US16083","Twin Falls County, Idaho","14764","null","67","null","1552","133","null","null","1542","null","134","null","10","null","24","null","4094","null","224","null","4066","null","234","null","28","null","49","null","1864","null","688","null","1467","null","1047","null","397","null","417","null","1968","null","882","null","1245","null","645","null","723","559","null","null","1732","null","833","null","1453","null","883","null","279","null","437","null","1848","null","744","null","1455","null","784","null","393","null","478","null","451","null","369","null","370","null","336","null","81","null","127","null","704","null","310","null","704","310","null","null","0","null","204","null","551","null","318","null","551","null","318","null","0","null","204","null",
"0500000US17001","Adams County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17019","Champaign County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17031","Cook County, Illinois","1314060","null","1207","null","120994","2312","null","null","116844","null","2697","null","4150","null","1494","null","294883","null","2862","null","276375","null","4743","null","18508","null","3948","null","147767","null","2958","null","115136","null","4397","null","32631","null","3410","null","184206","null","2365","null","137200","null","4393","null","47006","4401","null","null","196182","null","349","null","139493","null","4802","null","56689","null","4848","null","162038","null","339","null","119219","null","3654","null","42819","null","3660","null","111035","null","445","null","93876","null","2686","null","17159","null","2657","null","61479","null","360","null","59295","967","null","null","2184","null","890","null","35476","null","469","null","33720","null","901","null","1756","null","760","null",
"0500000US17037","DeKalb County, Illinois","12222","null","2","null","1538","519","null","null","1538","null","519","null","0","null","195","null","3392","null","745","null","3147","null","733","null","245","null","150","null","2185","null","470","null","2022","null","557","null","163","null","219","null","804","null","587","null","612","null","503","null","192","259","null","null","1437","null","723","null","1212","null","690","null","225","null","254","null","1784","null","790","null","1757","null","793","null","27","null","37","null","660","null","254","null","489","null","308","null","171","null","212","null","328","null","211","null","328","211","null","null","0","null","195","null","94","null","115","null","94","null","115","null","0","null","195","null",
"0500000US17043","DuPage County, Illinois","134263","null","222","null","14020","1247","null","null","13312","null","1458","null","708","null","534","null","33106","null","1384","null","30587","null","1680","null","2519","null","1260","null","14091","null","825","null","11397","null","968","null","2694","null","919","null","17769","null","530","null","13956","null","1241","null","3813","1253","null","null","20480","null","5","null","16227","null","1300","null","4253","null","1299","null","16753","null","151","null","13793","null","903","null","2960","null","902","null","10464","null","4","null","8949","null","918","null","1515","null","918","null","4909","null","54","null","4857","99","null","null","52","null","83","null","2671","null","46","null","2628","null","91","null","43","null","79","null",
"0500000US17089","Kane County, Illinois","171711","null","410","null","18453","1159","null","null","18034","null","1184","null","419","null","409","null","43526","null","1343","null","41061","null","1868","null","2465","null","1320","null","19877","null","1404","null","16518","null","1930","null","3359","null","1325","null","21271","null","1162","null","14549","null","1644","null","6722","1542","null","null","25440","null","176","null","18535","null","1582","null","6905","null","1563","null","21452","null","64","null","17032","null","1331","null","4420","null","1328","null","12528","null","109","null","9014","null","1303","null","3514","null","1304","null","5931","null","138","null","5866","176","null","null","65","null","114","null","3233","null","47","null","3233","null","47","null","0","null","195","null",
"0500000US17091","Kankakee County, Illinois","11775","null","176","null","1167","112","null","null","1167","null","112","null","0","null","195","null","3468","null","327","null","3468","null","327","null","0","null","195","null","1644","null","503","null","1139","null","534","null","505","null","440","null","1211","null","580","null","781","null","505","null","430","365","null","null","1605","null","456","null","1294","null","445","null","311","null","252","null","1475","null","514","null","1228","null","492","null","247","null","218","null","842","null","375","null","483","null","247","null","359","null","244","null","48","null","88","null","0","195","null","null","48","null","88","null","315","null","390","null","315","null","390","null","0","null","195","null",
"0500000US17093","Kendall County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17097","Lake County, Illinois","152652","null","1207","null","16540","1080","null","null","15408","null","1191","null","1132","null","969","null","39774","null","1364","null","36341","null","1999","null","3433","null","1555","null","18177","null","1202","null","14511","null","1554","null","3666","null","1347","null","17967","null","1108","null","12138","null","1467","null","5829","1231","null","null","22027","null","317","null","13891","null","1734","null","8136","null","1723","null","18888","null","251","null","15226","null","1574","null","3662","null","1562","null","11519","null","10","null","9435","null","854","null","2084","null","854","null","5080","null","699","null","4448","724","null","null","632","null","616","null","2680","null","698","null","2680","null","698","null","0","null","195","null",
"0500000US17099","LaSalle County, Illinois","10535","null","292","null","1489","220","null","null","1489","null","220","null","0","null","195","null","2627","null","227","null","2570","null","222","null","57","null","73","null","1041","null","238","null","699","null","267","null","342","null","241","null","1157","null","446","null","971","null","363","null","186","233","null","null","1822","null","506","null","1382","null","415","null","440","null","284","null","1083","null","512","null","991","null","464","null","92","null","142","null","464","null","278","null","457","null","280","null","7","null","12","null","535","null","262","null","521","261","null","null","14","null","30","null","317","null","202","null","317","null","202","null","0","null","195","null",
"0500000US17111","McHenry County, Illinois","42322","null","604","null","5178","679","null","null","4508","null","1140","null","670","null","807","null","10560","null","831","null","9098","null","1423","null","1462","null","1300","null","4904","null","647","null","3673","null","906","null","1231","null","782","null","5270","null","947","null","4010","null","1108","null","1260","712","null","null","6607","null","777","null","5260","null","1160","null","1347","null","933","null","5163","null","4","null","3613","null","874","null","1550","null","874","null","2758","null","404","null","2531","null","507","null","227","null","310","null","1343","null","388","null","1266","395","null","null","77","null","136","null","539","null","369","null","539","null","369","null","0","null","195","null",
"0500000US17113","McLean County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17115","Macon County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17119","Madison County, Illinois","9035","null","2","null","1057","245","null","null","909","null","396","null","148","null","216","null","2314","null","369","null","2002","null","408","null","312","null","343","null","927","null","336","null","549","null","292","null","378","null","329","null","1384","null","560","null","992","null","443","null","392","300","null","null","932","null","325","null","725","null","287","null","207","null","210","null","1133","null","422","null","990","null","441","null","143","null","190","null","600","null","345","null","578","null","348","null","22","null","39","null","580","null","358","null","580","358","null","null","0","null","195","null","108","null","196","null","108","null","196","null","0","null","195","null",
"0500000US17143","Peoria County, Illinois","9057","null","4","null","1177","244","null","null","1151","null","258","null","26","null","45","null","2507","null","330","null","2372","null","312","null","135","null","137","null","1539","null","283","null","1345","null","339","null","194","null","177","null","439","null","252","null","368","null","233","null","71","121","null","null","1510","null","356","null","1120","null","384","null","390","null","266","null","700","null","354","null","631","null","355","null","69","null","87","null","596","null","373","null","509","null","366","null","87","null","149","null","280","null","293","null","280","293","null","null","0","null","195","null","309","null","286","null","149","null","176","null","160","null","250","null",
"0500000US17161","Rock Island County, Illinois","18317","null","334","null","1883","195","null","null","1578","null","466","null","305","null","369","null","4728","null","243","null","4665","null","217","null","63","null","101","null","2375","null","247","null","1707","null","349","null","668","null","343","null","1894","null","260","null","1654","null","344","null","240","200","null","null","2417","null","796","null","2066","null","698","null","351","null","330","null","2202","null","831","null","1967","null","814","null","235","null","310","null","1843","null","515","null","1634","null","528","null","209","null","335","null","568","null","387","null","568","387","null","null","0","null","195","null","407","null","329","null","407","null","329","null","0","null","195","null",
"0500000US17163","St. Clair County, Illinois","10876","null","326","null","1335","289","null","null","1299","null","303","null","36","null","80","null","2707","null","314","null","2625","null","347","null","82","null","140","null","1040","null","348","null","1040","null","348","null","0","null","195","null","1994","null","525","null","1097","null","657","null","897","628","null","null","1029","null","368","null","959","null","371","null","70","null","89","null","1191","null","449","null","857","null","455","null","334","null","373","null","1192","null","266","null","1118","null","274","null","74","null","121","null","329","null","229","null","329","229","null","null","0","null","195","null","59","null","108","null","59","null","108","null","0","null","195","null",
"0500000US17167","Sangamon County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17179","Tazewell County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17183","Vermilion County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17197","Will County, Illinois","124635","null","370","null","12663","860","null","null","12350","null","973","null","313","null","421","null","31422","null","1043","null","30163","null","1232","null","1259","null","695","null","16506","null","1114","null","14101","null","1295","null","2405","null","928","null","14810","null","805","null","12882","null","1013","null","1928","790","null","null","18725","null","174","null","13091","null","1488","null","5634","null","1470","null","15649","null","170","null","12700","null","941","null","2949","null","896","null","8636","null","76","null","6437","null","1006","null","2199","null","1014","null","3916","null","135","null","3862","161","null","null","54","null","89","null","2308","null","125","null","2212","null","196","null","96","null","155","null",
"0500000US17199","Williamson County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17201","Winnebago County, Illinois","37977","null","189","null","4320","478","null","null","4320","null","478","null","0","null","195","null","11073","null","911","null","10168","null","1035","null","905","null","701","null","4202","null","750","null","3594","null","752","null","608","null","422","null","4338","null","775","null","3679","null","621","null","659","564","null","null","5547","null","570","null","4719","null","724","null","828","null","488","null","4128","null","2","null","3153","null","413","null","975","null","413","null","2459","null","2","null","2193","null","240","null","266","null","240","null","1273","null","316","null","1273","316","null","null","0","null","195","null","637","null","309","null","637","null","309","null","0","null","195","null",
"0500000US18003","Allen County, Indiana","29254","null","128","null","3648","412","null","null","3276","null","545","null","372","null","323","null","8028","null","513","null","7516","null","622","null","512","null","329","null","3549","null","412","null","2439","null","435","null","1110","null","355","null","3851","null","713","null","3299","null","768","null","552","387","null","null","4198","null","906","null","2360","null","715","null","1838","null","809","null","2796","null","411","null","2094","null","540","null","702","null","336","null","1737","null","604","null","1143","null","520","null","594","null","392","null","794","null","528","null","794","528","null","null","0","null","201","null","653","null","462","null","653","null","462","null","0","null","201","null",
"0500000US18005","Bartholomew County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18011","Boone County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18019","Clark County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18035","Delaware County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18039","Elkhart County, Indiana","34252","null","245","null","4083","1728","null","null","4083","null","1728","null","0","null","201","null","10921","null","2063","null","8606","null","2418","null","2315","null","1880","null","4690","null","1107","null","4056","null","1179","null","634","null","495","null","3280","null","1416","null","3098","null","1428","null","182","220","null","null","4411","null","1166","null","3289","null","1473","null","1122","null","893","null","3891","null","1240","null","2623","null","1069","null","1268","null","1018","null","2253","null","566","null","2067","null","596","null","186","null","245","null","215","null","273","null","215","273","null","null","0","null","201","null","508","null","489","null","508","null","489","null","0","null","201","null",
"0500000US18043","Floyd County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18053","Grant County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18057","Hamilton County, Indiana","14447","null","2","null","1167","736","null","null","1167","null","736","null","0","null","201","null","3981","null","725","null","3268","null","1165","null","713","null","783","null","1348","null","528","null","949","null","539","null","399","null","376","null","2618","null","861","null","1960","null","944","null","658","608","null","null","1733","null","775","null","1243","null","743","null","490","null","538","null","2088","null","852","null","1990","null","855","null","98","null","162","null","716","null","393","null","461","null","325","null","255","null","402","null","378","null","442","null","378","442","null","null","0","null","201","null","418","null","302","null","418","null","302","null","0","null","201","null",
"0500000US18059","Hancock County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18063","Hendricks County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US18067","Howard County, Indiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
